city,location_id,location_name,country,latitude,longitude,sensor_id,parameter,unit,date,value
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,40.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,55.5
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,64.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,64.1
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,73.4
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,57.7
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,57.7
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,45.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,59.5
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,111.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,75.3
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,77.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,83.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,57.8
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,43.8
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,64.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,89.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,84.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,61.7
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,64.5
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,53.7
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,47.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,57.3
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,78.5
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,71.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,81.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,77.4
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,83.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,53.8
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,58.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,68.2
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,69.2
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,66.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,63.2
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,54.3
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,52.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,52.4
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,84.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,65.1
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,82.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,66.4
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,61.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,53.1
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,67.5
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,84.3
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,65.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,58.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,54.2
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,68.8
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,75.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,71.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,72.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,70.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,63.8
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,59.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,67.9
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,64.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,62.6
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,65.0
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,54.4
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,47.2
Paris,2681,Place de l'Opéra,FR,48.8702740002815,2.332500000221789,5620,no2,µg/m³,,30.9
